A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,LANG
False,False,False,False,True,True,False,False,False,False,I
False,False,False,False,True,True,False,False,False,False,I
False,False,False,False,True,True,False,False,False,False,I
False,False,False,False,True,True,False,False,False,False,I
False,False,False,False,True,True,False,True,False,False,I
False,False,False,False,True,True,False,False,False,False,I
False,False,False,False,True,True,False,False,False,False,I
False,False,False,False,True,True,False,True,False,True,I
False,False,False,False,True,True,False,True,False,False,I
False,False,False,False,True,True,False,False,False,False,I
False,False,False,False,False,True,False,False,False,False,I
False,False,False,False,False,True,False,False,False,False,I
False,False,False,True,True,True,False,True,False,False,I
False,False,False,True,True,True,False,False,False,False,I
False,False,False,True,True,True,False,False,False,False,I
False,False,False,False,True,True,False,False,False,False,I
False,False,False,False,False,True,False,False,False,False,I
False,False,False,False,False,True,False,False,False,False,I
False,False,False,False,True,True,True,False,False,False,I
False,False,False,False,True,True,False,False,False,False,I
False,False,False,False,False,True,False,False,False,False,I
False,False,False,True,False,True,False,False,False,False,I
False,False,False,False,True,True,False,True,False,False,I
False,False,False,False,False,True,False,True,False,False,I
False,False,False,False,True,True,False,False,False,False,I
False,False,False,True,True,True,False,False,False,False,I
False,False,False,False,False,True,False,False,False,False,I
False,False,False,False,True,True,False,False,False,False,I
False,False,False,False,True,True,False,False,False,False,I
False,False,False,False,True,True,False,False,False,False,I
False,False,False,False,True,True,False,False,False,False,I
False,False,False,True,True,True,False,False,False,False,I
False,False,False,False,True,True,False,True,False,False,I
False,False,False,False,True,True,False,False,False,False,I
False,False,False,False,True,True,False,True,False,False,I
False,False,False,True,False,False,False,True,False,False,I
False,False,False,False,True,True,False,False,False,False,I
False,False,False,False,True,True,False,False,False,False,I
False,False,False,False,True,True,True,False,False,False,I
False,False,False,True,True,True,False,False,False,False,I
False,False,False,False,True,True,False,False,False,False,I
False,False,False,False,True,True,False,False,False,False,I
False,False,False,True,True,True,False,True,False,False,I
False,False,False,False,True,True,False,False,False,False,I
False,False,False,False,True,True,False,False,False,False,I
False,False,False,False,True,True,False,False,False,False,I
False,False,False,False,True,True,False,True,False,False,I
False,False,False,False,True,True,False,True,False,False,I
False,False,False,False,True,True,False,False,False,False,I
False,False,False,False,True,True,True,False,False,False,I
False,False,False,False,True,True,False,False,False,False,I
False,False,False,False,False,True,False,True,False,False,I
False,False,False,False,True,True,False,False,False,False,I
False,False,False,True,False,True,False,False,False,True,I
False,False,False,False,False,True,False,True,False,False,I
False,False,False,True,False,False,False,False,False,False,I
False,False,False,True,False,True,False,False,False,False,I
False,False,False,True,True,True,False,True,False,False,I
False,False,False,False,False,True,False,False,False,False,I
False,False,False,False,True,True,False,False,False,False,I
False,False,False,False,True,True,False,False,False,False,I
False,False,False,False,True,True,False,False,False,False,I
False,False,False,False,False,True,False,False,False,True,I
False,False,False,False,False,True,False,False,False,False,I
False,False,False,False,True,True,False,False,False,False,I
False,False,False,False,True,True,False,False,False,False,I
False,False,False,False,True,False,False,False,True,False,I
False,False,False,False,True,True,False,True,False,False,I
False,False,False,False,True,True,False,True,False,False,I
False,False,False,False,False,True,False,False,False,False,I
False,False,False,False,True,True,False,True,False,False,I
False,False,False,False,True,True,False,False,False,False,I
False,False,False,False,False,True,False,False,False,False,I
False,False,False,False,True,True,False,False,False,False,I
False,False,False,False,True,True,False,False,False,False,I
False,False,False,False,False,True,False,False,False,False,I
False,False,False,False,True,True,False,False,False,False,I
False,False,False,False,True,True,False,True,False,False,I
False,False,False,False,True,True,False,False,False,False,I
False,False,False,True,True,True,False,False,False,True,I
False,False,False,False,True,True,False,True,False,False,I
False,False,False,False,True,True,False,True,False,False,I
False,False,False,False,True,True,False,False,False,False,I
False,False,False,True,True,True,False,False,False,False,I
False,False,False,False,True,True,False,False,False,False,I
False,False,False,True,True,True,False,False,False,False,I
False,False,False,True,True,True,False,False,False,True,I
False,False,False,False,True,True,True,False,False,True,I
False,False,False,False,False,True,False,False,False,False,I
False,False,False,True,True,True,False,False,False,True,I
False,False,False,False,False,True,False,True,False,False,I
False,False,False,True,True,True,False,False,False,False,I
False,False,False,True,True,True,False,False,False,False,I
False,False,False,False,True,True,False,False,False,True,I
False,False,False,False,True,True,False,False,False,False,I
False,False,False,True,False,True,False,False,False,False,I
False,False,False,False,True,True,False,False,False,True,I
False,False,False,False,False,False,False,False,False,True,I
False,False,False,False,True,True,False,False,False,True,I
False,False,False,False,True,True,False,True,False,False,I
False,False,False,False,True,True,False,False,False,False,I
False,False,False,False,True,True,False,True,False,False,I
False,False,False,False,False,True,False,False,False,True,I
False,False,False,False,True,True,False,False,False,False,I
False,False,False,False,True,True,False,False,False,False,I
False,False,False,False,False,True,False,True,False,False,I
False,False,False,False,True,True,False,False,False,False,I
False,False,False,False,False,True,False,True,False,False,I
False,False,False,False,True,True,False,False,False,False,I
